자재,자재 내역,Stock Quantity on Period End,3평판,대분류,소분류,재고일수
9310806,이지듀멜라비토닝매트커버팩트21호내추럴(리필)_19g,52648.0,2875.6666666666665,매트커버팩트,리필21호,549.243074069781
9310807,이지듀멜라비토닝매트커버팩트23호베이지(리필)_19g,6721.0,805.0,매트커버팩트,리필23호,250.472049689441
9310845,이지듀멜라비토닝앰플쿠션본품(선물포장)_21호내추럴(카카오),806.0,389.3333333333333,임가공,임가공,62.10616438356164
9310851,DW-EGF멜라선와이드패치(4g*4매입)_지퍼백ver*3ea(면세),754.0,63.333333333333336,임가공,임가공,357.1578947368421
9310878,이지듀멜라비토닝유브이선세럼40ml,29077.0,210.33333333333331,멜라(기타),멜라(기타),4147.2741679873225
9310904,이지듀멜라토닝로즈앰플30ML&미스트50ML_25가정의달(직영몰),49.0,0.0,임가공,임가공,999.0
9310905,이지듀멜라토닝로즈앰플30ML*2EA_25가정의달(직영몰),46.0,30.33333333333333,임가공,임가공,45.4945054945055
9310906,이지듀멜라토닝로즈앰플30ML*4EA_25가정의달(직영몰),135.0,0.0,임가공,임가공,999.0
9310907,이지듀멜라토닝로즈앰플30ML*1EA_25가정의달(제로샵),4.0,0.0,임가공,임가공,999.0
9310908,이지듀멜라토닝로즈앰플30ML*앰플쿠션19호페어15G_25가정의달(제로샵),34.0,2.0,임가공,임가공,510.0
9310930,이지듀멜라토닝로즈앰플30ML*앰플쿠션23호베이15G_25가정의달(제로샵),37.0,0.0,임가공,임가공,999.0
9310964,이지듀로즈앰플15ML&미스트50ML듀오세트(카카오),21.0,27.33333333333333,임가공,임가공,23.04878048780488
9310970,이지듀로즈앰플15ML*2EA세트(카카오),49.0,0.0,임가공,임가공,999.0
9310971,이지듀로즈앰플15ML세트(카카오),150.0,0.0,임가공,임가공,999.0
9311056,이지듀멜라오버나이트멜팅크림30g(홈쇼핑),88279.0,6152.0,멜라(캡슐크림),멜라(캡슐크림),430.48927178153446
9311058,이지듀멜라비토닝딥클렌징오일200ml,53837.0,891.6666666666666,멜라(기타),멜라(기타),1811.3383177570095
9311060,[단종]이지듀멜라비토닝매트커버팩트19호페어19g,1683.0,2319.6666666666665,매트커버팩트,본품19호,21.766058341715762
9311061,[단종]이지듀멜라비토닝매트커버팩트21호내추럴19g,96.0,14.0,매트커버팩트,본품21호,205.71428571428572
9311062,[단종]이지듀멜라비토닝매트커버팩트23호베이지19g,7422.0,3675.0,매트커버팩트,본품23호,60.587755102040816
9311067,이지듀비타민C부스팅앰플15g,2890.0,1532.3333333333333,기타,기타,56.58037850772243
9311068,[세트]이지듀비타민C부스팅앰플13G+글루타치온크림샤셰2G*2개입(올리브영,4256.0,896.0,임가공,임가공,142.5
9311069,이지듀멜라비토닝엔자임파우더워시60g,6646.0,678.6666666666666,멜라(기타),멜라(기타),293.78192534381145
9311071,이지듀멜라비토닝엔자임파우더워시1g*14개입,19913.0,24.33333333333333,멜라(기타),멜라(기타),24550.273972602743
9311086,[세트]이지듀멜라비토닝매트커버팩트19호+글로우립로즈세트(카카오),90.0,8.0,임가공,임가공,337.5
9311087,[세트]이지듀멜라비토닝매트커버팩트21호+글로우립세트(카카오),3.0,97.0,임가공,임가공,0.9278350515463918
9311121,이지듀멜라비토닝매트커버팩트19호(미니)_10g,12965.0,243.0,매트커버팩트,미니19호,1600.6172839506173
9311122,이지듀멜라비토닝매트커버팩트21호(미니)_10g,49755.0,900.0,매트커버팩트,미니21호,1658.5
9311124,이지듀멜라비토닝매트커버팩트23호(미니)_10g,13074.0,178.0,매트커버팩트,미니23호,2203.4831460674154
9311125,이지듀멜라비토닝앰플쿠션트라이얼4열샤쉐0.2g*4ea,106981.0,15.0,멜라(앰플쿠션),기타,213962.0
9311126,이지듀멜라비토닝앰플쿠션19호페어본품13g+리필13g기획세트(올리브영),15700.0,275.0,멜라(앰플쿠션),올리브영,1712.7272727272727
9311127,이지듀멜라비토닝앰플쿠션21호내추럴본품13g+리필13g기획세트(올리브영),22222.0,1550.0,멜라(앰플쿠션),올리브영,430.10322580645163
9311128,이지듀멜라비토닝앰플쿠션23호베이지본품13g+리필13g기획세트(올리브영),15278.0,466.6666666666667,멜라(앰플쿠션),올리브영,982.1571428571428
9311129,이지듀멜라비토닝매트커버팩트19호(블리스터)_0.5g,39374.0,7.666666666666667,신제품,신제품,154072.17391304346
9311130,이지듀멜라비토닝매트커버팩트21호(블리스터)_0.5g,1085.0,36.0,신제품,신제품,904.1666666666667
9311131,이지듀멜라비토닝매트커버팩트23호(블리스터)_0.5g,35781.0,13.0,신제품,신제품,82571.53846153845
9311132,[세트]로즈에디션 쿠션15G_21호&프리저브드플라워(카카오),99.0,0.0,임가공,임가공,999.0
9311133,[세트]로즈에디션 쿠션15G_19호&프리저브드플라워(카카오),7.0,0.0,임가공,임가공,999.0
9311134,[세트]로즈에디션 쿠션15G_23호&프리저브드플라워(카카오),16.0,0.0,임가공,임가공,999.0
9311135,[세트]이지듀멜라앰플쿠션19호페어_13G(본품1+리필2)_(면세),1215.0,206.0,임가공,임가공,176.94174757281556
9311136,[세트]이지듀멜라앰플쿠션21호내추럴_13G(본품1+리필2)_(면세),3510.0,720.0,임가공,임가공,146.25
9311137,[세트]이지듀멜라앰플쿠션23호베이지_13G(본품1+리필2)_(면세),1170.0,214.33333333333331,임가공,임가공,163.76360808709177
9311138,이지듀멜라토닝로즈앰플30ML*기미앰플30ML_25가정의달(직영몰),804.0,9.333333333333334,임가공,임가공,2584.285714285714
9311169,이지듀멜라토닝원데이앰플시카알로에15ml,74853.0,179.66666666666666,시카알로에,앰플15ML,12498.645640074212
9311190,이지듀멜라토닝원데이앰플시카알로에30ml,57614.0,132.0,시카알로에,앰플30ML,13094.090909090908
9311191,이지듀멜라토닝울트라카밍토너시카알로에130ML,36116.0,776.3333333333334,시카알로에,토너130ML,1395.6376127093172
9311192,이지듀멜라토닝겔패치시카알로에12g(4매입),129459.0,747.0,시카알로에,패치4매,5199.156626506025
9311194,리프트코어이펙트앰플겔패치(4매입)(홈쇼핑),13489.0,160.33333333333334,이펙트코어,기타,2523.9293139293136
9311196,[세트]디더블유이지에프링클아이크림스틱프리미엄8g(아마존),47.0,0.0,임가공,임가공,999.0
9311197,[세트]디더블유이지에프콜라겐실크림앰플55g(아마존),12.0,0.0,임가공,임가공,999.0
9311198,[세트]이지듀라선와이드패치(4g*4매입)_지퍼백ver(아마존),87.0,0.0,임가공,임가공,999.0
9311212,[세트]이지듀클리어B3+B5세럼29ml(아마존),496.0,2.0,임가공,임가공,7440.0
9311213,[카카오]멜라비토닝앰플쿠션본품(선물포장)_19호페어,32.0,0.0,임가공,임가공,999.0
9311214,[세트]이지듀 클리어5애씨드필30ML(아마존),495.0,0.0,임가공,임가공,999.0
9311215,[세트]이지듀클리어징크SOS스팟15ML(아마존),100.0,0.0,임가공,임가공,999.0
9311321,이지듀멜라비토닝앰플쿠션본품(선물포장)_23호베이지(카카오),35.0,0.0,임가공,임가공,999.0
9311330,멜라비토닝앰플쿠션22호라이트베이지(리필)_15g,31139.0,2543.333333333333,멜라(앰플쿠션),리필22호(15G),367.3014416775885
9311331,멜라비토닝앰플쿠션22호라이트베이지(본품)_15g,24313.0,2481.0,멜라(앰플쿠션),본품22호(15G),293.99032648125757
9311384,이지듀멜라토닝울트라카밍토너시카알로에130ML(HS),43512.0,4.0,시카알로에,토너130ML,326340.0
9311387,[세트]이지듀멜라데이쉴드에센셜세트,218.0,-15.333333333333334,임가공,임가공,999.0
9311388,이지듀멜라오버나이트멜팅크림1g(샤쉐),68200.0,2705.6666666666665,멜라(캡슐크림),멜라(캡슐크림),756.1907108537638
9311417,"디더블유이지에프멜라토닝패치(5g*4ea,단상자 교체)_아마존",393.0,176.0,멜라(기타),멜라(기타),66.98863636363637
9311418,이지듀비타씨토너 150ml(단상자 교체)_아마존,120.0,0.0,멜라(기타),멜라(기타),999.0
9311432,이지듀클리어징크SOS스팟1ML,30147.0,0.0,클리어,클리어,999.0
9311503,이지듀디더블유이지에프멜라토닝원데이앰플1ml(단품),10.0,0.0,원데이앰플,1ML,999.0
9311674,이지듀멜라토닝원데이앰플8ML(25.07리뉴얼),88458.0,2503.6666666666665,원데이앰플,8ML,1059.9414192517643
9311713,멜라비토닝앰플쿠션22호라이트베이지본품13G+리필13G기획세트(올리브영),5358.0,250.0,멜라(앰플쿠션),올리브영,642.9599999999999
9311718,멜라비토닝앰플글로우겔마스크30g(단품),2382.0,0.0,멜라(기타),멜라(기타),999.0
9311719,이지듀베리어리페어카밍겔패치(9g*4매입),26821.0,48.66666666666666,베리어,베리어,16533.493150684935
9311868,이지듀멜라비토닝매트커버팩트19호페어(본품)19g(V2),31362.0,173.0,매트커버팩트,본품19호,5438.49710982659
9311869,이지듀멜라비토닝매트커버팩트21호내추럴(본품)19G(V2),42656.0,15165.333333333334,매트커버팩트,본품21호,84.38192368559874
9311880,이지듀멜라비토닝매트커버팩트23호베이지(본품)19G(V2),374.0,189.0,매트커버팩트,본품23호,59.36507936507937
9311894,[카카오]옴므올인원플루이드80ml,48.0,2.0,임가공,임가공,720.0
9311895,[카카오]미니쿠션21호+립,97.0,0.0,임가공,임가공,999.0
9311896,[카카오]미니쿠션19호+립,47.0,0.0,임가공,임가공,999.0
9311897,[카카오]미니쿠션23호+립,47.0,0.0,임가공,임가공,999.0
9311924,이지듀멀티-비타앰플클렌저30mL(인도네시아),500.0,0.0,기타,기타,999.0
9311944,이지듀멜라토닝멜라씨비타에센스토너30ML(인도네시아),250.0,0.0,기타,기타,999.0
9311946,이지듀멜라토닝멜라씨비타에센스토너150ML(인도네시아),140.0,0.0,기타,기타,999.0
9311947,이지듀멀티-비타앰플클렌저200ML(인도네시아),930.0,0.0,기타,기타,999.0
9311952,이지듀디더블유이지에프멜라토닝원데이앰플15ML(인도네시아),380.0,0.0,기타,기타,999.0
9311953,이지듀디더블유이지에프멜라토닝원데이앰플30ML(인도네시아),780.0,0.0,기타,기타,999.0
9311954,이지듀멜라글루타치온크림50ML(인도네시아),980.0,0.0,기타,기타,999.0
9311980,이지듀클리어징크스팟15ML(인도네시아),1000.0,0.0,기타,기타,999.0
9311995,이지듀클리어아하2%토너200ML(인도네시아),1000.0,0.0,기타,기타,999.0
9311996,이지듀클리어B3+B5세럼29ML(인도네시아),1000.0,0.0,기타,기타,999.0
9311997,이지듀클리어바하클렌저100ML(인도네시아),1000.0,0.0,기타,기타,999.0
9312030,이지듀디더블유이지에프멜라토닝원데이앰플시카알로에1ML,50448.0,0.0,시카알로에,앰플1ML,999.0
9312031,이지듀디더블유이지에프멜라토닝원데이앰플시카알로에8ML,9360.0,0.0,시카알로에,앰플8ML,999.0
9312032,이지듀멜라토닝겔패치시카알로에12g(1매입),287.0,0.3333333333333333,시카알로에,패치1매,25830.000000000004
9312121,[세트]시카알로에15ml+매트팩트미니21호_카카오,115.0,19.666666666666668,임가공,임가공,175.4237288135593
9312132,[카카오]기미앰플10ml+1ml_삼각쇼핑백,94.0,57.333333333333336,임가공,임가공,49.18604651162791
9312144,이지듀디더블유이지에프멜라토닝원데이앰플원엑스8ML(미국),6892.0,285.3333333333333,미국,원데이앰플,724.626168224299
9312145,이지듀디더블유이지에프멜라토닝원데이앰플쓰리엑스8ML(미국),6182.0,840.0,미국,원데이앰플,220.78571428571428
9312146,이지듀디더블유이지에프멜라토닝원데이앰플파이브엑스8ML(미국),2936.0,2118.0,미국,원데이앰플,41.58640226628896
9312147,이지듀디더블유이지에프멜라토닝원데이앰플원엑스30ML(미국),27761.0,34.0,미국,원데이앰플,24495.0
9312148,이지듀디더블유이지에프멜라토닝원데이앰플쓰리엑스30ML(미국),17865.0,933.3333333333334,미국,원데이앰플,574.2321428571429
9312149,이지듀디더블유이지에프멜라토닝원데이앰플파이브엑스30ML(미국),14298.0,2015.6666666666667,미국,원데이앰플,212.80304283115592
9312165,이지듀멜라비토닝앰플쿠션13호포슬린13G(미국),2021.0,334.3333333333333,미국,앰플쿠션,181.34596211365903
9312166,이지듀멜라비토닝앰플쿠션17호아이보리13G(미국),726.0,766.0,미국,앰플쿠션,28.433420365535245
9312167,이지듀멜라비토닝앰플쿠션19호샌드13G(미국),276.0,915.6666666666666,미국,앰플쿠션,9.042591918456498
9312168,이지듀멜라비토닝앰플쿠션21호베이지13G(미국),143.0,958.6666666666666,미국,앰플쿠션,4.474965229485396
9312169,이지듀멜라비토닝앰플쿠션23호내추럴13G(미국),208.0,908.0,미국,앰플쿠션,6.872246696035242
9312180,이지듀멜라비토닝앰플쿠션25호허니13G(미국),686.0,766.0,미국,앰플쿠션,26.866840731070493
9312181,이지듀멜라비토닝앰플쿠션27호골든13G(미국),1607.0,472.0,미국,앰플쿠션,102.13983050847459
9312182,이지듀멜라비토닝앰플쿠션33호아몬드13G(미국),1902.0,374.3333333333333,미국,앰플쿠션,152.43098842386465
9312183,이지듀멜라비토닝앰플쿠션41호체슈넛13G(미국),2044.0,490.5,미국,앰플쿠션,125.01529051987767
9312184,이지듀멜라비토닝앰플쿠션45호에스프레소13G(미국),2325.0,350.0,미국,앰플쿠션,199.2857142857143
9312185,이지듀멜라비딥클렌징오일30ml,14072.0,96.0,멜라(기타),멜라(기타),4397.5
9312186,이지듀RX 포스트레이저미스트120ML,17251.0,10374.0,포스트레이저,신규,49.88721804511278
9312293,[추석세트]이지듀쿠션앤앰플기프트세트21호내추럴,4716.0,443.0,임가공,임가공,319.36794582392776
9312348,이지듀디더블유이지에프멜라토닝원데이앰플부스터샷15ML(HS),41898.0,6528.333333333333,부스터샷,본품(15ML),192.5361245851417
9312350,"이지듀디더블유이지에프멜라토닝원데이앰플부스터샷15ML(리필,HS)",35719.0,4751.666666666667,부스터샷,리필(15ML),225.5145562960365
9312351,이지듀이지에프코어이펙트스칼프앰플80ML,75786.0,23616.0,두피앰플,두피앰플,96.27286585365853
9312352,[추석세트]이지듀멜라토닝원데이앰플세븐데이즈스페셜세트7ML,7295.0,9.0,임가공,임가공,24316.666666666668
9312354,[추석세트]이지듀멜라베스트스킨케어기프트세트,54.0,339.0,임가공,임가공,4.778761061946902
9312355,[추석세트]이지듀베리어리페어기프트세트,57.0,97.0,임가공,임가공,17.628865979381445
9312357,이지듀멜라비토닝앰플쿠션본품+1m_19호페어(카카오),483.0,60.66666666666666,임가공,임가공,238.8461538461539
9312358,이지듀멜라비토닝앰플쿠션본품+1m_23호베이지(카카오),686.0,61.66666666666666,임가공,임가공,333.72972972972974
9312366,이지듀디더블유이지에프멜라토닝원데이앰플부스터샷20ML,72347.0,5735.0,부스터샷,본품(20ML),378.4498692240628
9312367,이지듀디더블유이지에프멜라토닝원데이앰플부스터샷20ML(리필),96154.0,2215.0,부스터샷,리필(20ML),1302.31151241535
9312377,[카카오]기미쿠션15g+키링파우치_21호,211.0,162.66666666666666,임가공,임가공,38.91393442622951
9312379,[카카오]기미쿠션15g+키링파우치_19호,233.0,35.0,임가공,임가공,199.7142857142857
9312411,[직영몰]기미쿠션스페셜기획세트19호페어,934.0,188.0,임가공,임가공,149.04255319148936
9312413,[직영몰]기미쿠션스페셜기획세트21호내추럴,1664.0,482.5,임가공,임가공,103.46113989637307
9312414,[직영몰]기미쿠션스페셜기획세트22호내추럴베이지,1130.0,190.0,임가공,임가공,178.42105263157896
9312415,[직영몰]기미쿠션스페셜기획세트23호베이지,891.0,97.5,임가공,임가공,274.15384615384613
9312416,[직영몰]기미팩트스페셜기획세트19호페어,1176.0,115.0,임가공,임가공,306.7826086956522
9312417,[직영몰]기미팩트스페셜기획세트21호내추럴,1820.0,393.0,임가공,임가공,138.93129770992365
9312418,[직영몰]기미팩트스페셜기획세트23호베이지,288.0,206.0,임가공,임가공,41.94174757281554
9312423,이지듀멜라비토닝앰플쿠션13호포슬린13g(미국)_리필,3635.0,726.0,미국,앰플쿠션,150.20661157024793
9312424,이지듀멜라비토닝앰플쿠션17호아이보리13g(미국)_리필,3320.0,546.5,미국,앰플쿠션,182.25068618481245
9312425,이지듀멜라비토닝앰플쿠션19호샌드13g(미국)_리필,2558.0,910.5,미국,앰플쿠션,84.2833607907743
9312426,이지듀멜라비토닝앰플쿠션21호베이지13g(미국)_리필,2376.0,1014.5,미국,앰플쿠션,70.26121241991127
9312427,이지듀멜라비토닝앰플쿠션23호내추럴13g(미국)_리필,2488.0,922.5,미국,앰플쿠션,80.91056910569105
9312428,이지듀멜라비토닝앰플쿠션25호허니13g(미국)_리필,3297.0,543.0,미국,앰플쿠션,182.15469613259668
9312429,이지듀멜라비토닝앰플쿠션27호골든13g(미국)_리필,3650.0,724.0,미국,앰플쿠션,151.24309392265192
9312440,[카카오]기미쿠션15g+키링파우치_23호,138.0,36.333333333333336,임가공,임가공,113.94495412844036
9312441,[카카오]매트팩트+키링파우치_21호,116.0,112.66666666666669,임가공,임가공,30.887573964497037
9312442,[카카오]매트팩트+키링파우치_19호,216.0,18.666666666666668,임가공,임가공,347.1428571428571
9312443,[카카오]매트팩트+키링파우치_23호,78.0,22.0,임가공,임가공,106.36363636363637
9312444,"[카카오,특판]기미쿠션스페셜기획세트19호페어",261.0,28.5,임가공,임가공,274.7368421052632
9312445,"[카카오,특판]기미쿠션스페셜기획세트21호내추럴",869.0,106.0,임가공,임가공,245.9433962264151
9312447,"[카카오,특판]기미쿠션스페셜기획세트23호베이지",301.0,10.333333333333334,임가공,임가공,873.8709677419355
9312491,이지듀멜라비토닝앰플쿠션33호아몬드13g(미국)_리필,3776.0,540.0,미국,앰플쿠션,209.77777777777777
9312492,이지듀멜라비토닝앰플쿠션41호체슈넛13g(미국)_리필,3845.0,540.0,미국,앰플쿠션,213.61111111111111
9312493,이지듀멜라비토닝앰플쿠션45호에스프레소13g(미국)_리필,3781.0,540.0,미국,앰플쿠션,210.05555555555554
9312526,[세트]이지듀멜라비토닝매트커버팩트23호+글로우립로즈세트(카카오)V2,70.0,2.0,임가공,임가공,1050.0
9312545,이지듀멜라이지에프익스폴리에이팅앰플8mL(아마존),6350.0,5085.5,멜라(기타),멜라(기타),37.459443515878476
9312724,이지듀멜라비토닝앰플쿠션19호페어(본품13g+퍼프)세트,3416.0,792.0,멜라(앰플쿠션),쿠팡,129.3939393939394
9312725,이지듀멜라비토닝앰플쿠션21호내추럴(본품13g+퍼프)세트,36343.0,4464.0,멜라(앰플쿠션),쿠팡,244.24059139784944
9312726,이지듀멜라비토닝앰플쿠션23호베이지(본품13g+퍼프)세트,10878.0,1944.0,멜라(앰플쿠션),쿠팡,167.87037037037038
9312727,이지듀멜라비토닝앰플쿠션19호페어(리필13g+퍼프)세트,1699.0,728.0,멜라(앰플쿠션),쿠팡,70.01373626373626
9312728,이지듀멜라비토닝앰플쿠션21호내추럴(리필13g+퍼프)세트,6072.0,4312.0,멜라(앰플쿠션),쿠팡,42.244897959183675
9312730,이지듀멜라비토닝앰플쿠션23호베이지(리필13g+퍼프)세트,2136.0,1288.0,멜라(앰플쿠션),쿠팡,49.75155279503106
9312736,[추석세트]이지듀쿠션앤앰플기프트세트색상교환권샘플포함,2593.0,0.0,임가공,임가공,999.0
9312747,포스트레이저젤드레싱마스크시트세트(38ml*5ea)v2,14268.0,173.0,포스트레이저,병의원,2474.2196531791906
9312752,[카카오]기미앰플10ml+10ml+(1ml+1ml),202.0,206.66666666666663,임가공,임가공,29.322580645161295
9312809,[임가공]이지듀쿠션앤앰플기프트세트21호내추럴,48.0,2.5,임가공,임가공,576.0
9312822,[임가공]이지듀쿠션앤앰플기프트세트21호내추럴(쿠팡용),400.0,300.0,임가공,임가공,40.0
9312825,[임가공]멜라토닝 에센셜 CBA 3종 VIP세트_청뱀(대관용)_쇼핑백변경,45.0,99.66666666666669,임가공,임가공,13.545150501672238
9312828,[임가공]멜라토닝 에센셜 CBA 3종 VIP세트_2025(대관용)_쇼핑백,4.0,69.66666666666667,임가공,임가공,1.7224880382775118
9312874,[임가공]이지듀멜라3스텝스페셜세트_2025(플라워_옐로우패드),132.0,87.66666666666667,임가공,임가공,45.171102661596954
9312876,[임가공]이지듀멜라3스텝스페셜세트_2025(신년패키지_그린패드),10.0,70.0,임가공,임가공,4.285714285714286
9312895,[임가공][쿠팡]기미쿠션스페셜기획세트21호내추럴,248.0,500.6666666666667,임가공,임가공,14.860186418109187
9313025,이지듀멜라비토닝글로우커버팩트19호페어19g,527.0,2576.0,글로우커버팩트,본품19호,6.137422360248448
9313026,이지듀멜라비토닝글로우커버팩트21호내추럴19g,2509.0,12206.5,글로우커버팩트,본품21호,6.166386761151846
9313027,이지듀멜라비토닝글로우커버팩트23호베이지19g,1702.0,2782.5,글로우커버팩트,본품23호,18.350404312668463
9313028,이지듀멜라비토닝글로우커버팩트19호페어(리필)19g,56.0,1186.0,글로우커버팩트,리필19호,1.4165261382799326
9313029,이지듀멜라비토닝글로우커버팩트21호내추럴(리필)19g,5172.0,6094.5,글로우커버팩트,리필21호,25.459020428254984
9313030,이지듀멜라비토닝글로우커버팩트23호베이지(리필)19g,596.0,1396.0,글로우커버팩트,리필23호,12.808022922636104
9313042,이지듀멜라글로우쿠션블러셔7g레드,12.0,4835.0,신제품,신제품,0.07445708376421924
9313046,이지듀멜라비토닝앰플파운데이션19호페어,480.0,537.0,신제품,신제품,26.815642458100562
9313047,이지듀멜라비토닝앰플파운데이션21호내추럴,313.0,2628.0,신제품,신제품,3.573059360730594
9313049,이지듀멜라비토닝앰플파운데이션23호베이지,277.0,604.0,신제품,신제품,13.758278145695364
9313092,이지듀멜라오버나이트멜팅크림10g,18846.0,0.0,멜라(캡슐크림),멜라(캡슐크림),999.0
9313093,이지듀멜라토닝원데이앰플5ml,19563.0,0.0,원데이앰플,기타,999.0
9313100,이지듀알엑스포스트레이저미스트50mL,7051.0,1341.0,기타,기타,157.74049217002235
9313115,[직영몰]기미팩트스페셜기획세트23호베이지(구),500.0,0.0,임가공,임가공,999.0
9313116,이지듀포스트레이저이지에프크림40ml(HS),44693.0,62005.5,기타,기타,21.623726927449987
9313117,이지듀포스트레이저이지에프크림75ml,35271.0,2217.0,기타,기타,477.2801082543978
9313118,이지듀이지에프골든엘릭서15ml,4509.0,228.0,멜라(기타),멜라(기타),593.2894736842105
9313119,이지듀이지에프골든엘릭서4ml(HS),41137.0,28330.5,멜라(기타),멜라(기타),43.5611796473765
9313130,이지듀이지에프쓰리디볼류밍립글로스4.4g레드,12.0,3448.0,멜라(립),멜라(립),0.10440835266821345
9313134,이지듀10ppm마이크로샷2700(2개입)_스몰랩,19933.0,10.0,기타,기타,59799.0
9313169,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML단품,47.0,0.0,임가공,임가공,999.0
9313188,이지듀포스트레이저이지에프크림5ml,24254.0,6341.5,멜라(캡슐크림),멜라(캡슐크림),114.73941496491366
9313189,이지듀멜라비토닝글로우커버팩트19호페어(블리스터)0.5g,36000.0,0.0,신제품,신제품,999.0
9313190,[임가공][카카오]멜라토닝원데이앰플부스터샷15ML본품+리필15ML,18.0,42.0,임가공,임가공,12.857142857142858
9313286,[판촉몰]디더블유이지에프더마톡스니들샷(40mg*2ea)*2박스+롤러대,100.0,0.0,임가공,임가공,999.0
9313287,이지듀멜라비토닝앰플쿠션13g내추럴어워즈한정기획(2025)(+8g미니어처쿠,400.0,7300.0,멜라(앰플쿠션),올리브영,1.643835616438356
9313300,이지듀멜라비토닝글로우커버팩트21호내추럴(블리스터)0.5g,50000.0,0.0,신제품,신제품,999.0
9313301,이지듀멜라비토닝글로우커버팩트23호베이지(블리스터)0.5g,50000.0,0.0,신제품,신제품,999.0
9313345,[임가공]이지듀멜라비토닝앰플쿠션케이스(하운드체크에디션),11723.0,46776.0,임가공,임가공,7.518599281682914
9313448,[세트]앰플쿠션21호(15g)+글로우립로즈(카카오),91.0,154.5,임가공,임가공,17.669902912621357
9313514,[세트]하운드체크케이스+앰플쿠션리필19호(15g)+골든엘릭서오일4ml,111.0,119.0,임가공,임가공,27.983193277310924
9313515,[세트]하운드체크케이스+앰플쿠션리필21호(15g)+골든엘릭서오일4ml,94.0,858.0,임가공,임가공,3.2867132867132867
9313516,[세트]하운드체크케이스+앰플쿠션리필23호(15g)+골든엘릭서오일4ml,81.0,129.0,임가공,임가공,18.837209302325583
9313770,[세트]매트팩트23호(19g)+글로우로즈립(카카오),76.0,24.0,임가공,임가공,95.0
9313771,[세트]앰플쿠션23호(15g)+글로우 로즈립(카카오),111.0,39.0,임가공,임가공,85.38461538461539
9313773,멜라_비타앰플클렌저_200ml(인도네시아)_V2,60.0,0.0,기타,기타,999.0
9313775,멜라_비타앰플클렌저_30ml(인도네시아)_V2,500.0,0.0,기타,기타,999.0
9313776,멜라_토닝원데이앰플_15ml(인도네시아)_V2,600.0,0.0,기타,기타,999.0
9313777,멜라_토닝원데이앰플_30ml(인도네시아)_V2,200.0,0.0,기타,기타,999.0
9313778,[세트]베리어리페어크림30g+슬리브,1000.0,0.0,임가공,임가공,999.0
9313872,[임가공][판촉몰] 미니쇼핑백2024+원데이앰플12ml,1800.0,0.0,임가공,임가공,999.0
9314061,[세트]포스트레이저크림40ml*2+골든엘릭서4ml(카카오),100.0,0.0,임가공,임가공,999.0
